student_id,gender,ethnicity,city,district,school_id,Program ID
12198,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,26,AINT
12207,M,Mestizo,Belmopan City,Cayo,49,AMAB
12227,M,Mestizo,ORANGE WALK DISTRICT,ORANGE WALK,26,AMAP
12262,M,Unknown,DANGRIGA TOWN,STANN CREEK,2,AMAT
12276,M,Mestizo,Belmopan City,Cayo,11,AMEE
12281,M,Creole,Belmopan City,Cayo,13,ANRM
12297,M,Mestizo,TOLEDO DISTRICT,BELIZE,36,AENG
12322,M,Mestizo,Belize City,BELIZE,10,APRE
12333,M,Mestizo,Belmopan City,Cayo,30,AECE
12350,M,Mestizo,Belmopan City,Cayo,30,ABUS
12354,M,Other,SAN IGNACIO,Cayo,27,ATOS
12358,M,Creole,-,BELIZE,10,
12370,M,Creole,Belmopan City,Cayo,30,AAGR
12375,M,Creole,-,Cayo,,AARC
12398,F,Mayan,-,ORANGE WALK,,ABCB
12404,M,Creole,CAMALOTE VILLAGE,Cayo,,ABCE
12412,M,Mestizo,ROARING CREEK VILLAGE,Cayo,66,ABCM
12422,F,Garifuna,Belmopan City,Cayo,13,ABIO
12429,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,13,ABMB
12432,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,ABMP
12455,M,Creole,Cayo,BELIZE,11,ACHE
12461,M,Creole,,BELIZE,22,ACMB
12466,M,Garifuna,COROZAL TOWN,BELIZE,51,ACMP
12478,M,Mestizo,Belmopan City,Cayo,30,AINT
12487,M,Mestizo,TOLEDO,BELIZE,45,AMAB
12503,M,Mayan,COROZAL,BELIZE,18,AMAP
12519,M,Creole,Belmopan City,Cayo,30,AMAT
12520,M,Mestizo,-,Cayo,27,AMEE
12554,M,Garifuna,STANN CREEK,BELIZE,2,ANRM
12575,M,Creole,BELMOPAN,Cayo,30,AENG
12585,F,Mayan,-,Cayo,30,APRE
12591,M,Mestizo,Belmopan City,Cayo,30,AECE
12594,F,Mestizo,,BELIZE,17,ABUS
12604,F,East Indian,Belize City,BELIZE,13,ATOS
12617,M,Creole,Belmopan City,Cayo,30,AAGR
12656,M,Mestizo,SAN IGNACIO,Cayo,13,AARC
12706,M,Mestizo,Cayo,BELIZE,27,ABCB
12729,M,Other,Belmopan City,Cayo,13,ABCE
12753,M,Creole,CITY OF BELMOPAN,Cayo,13,ABCM
12793,M,Creole,Cayo,BELIZE,,ABIO
12797,M,Creole,BELMOPAN,Cayo,30,ABMB
12829,M,Creole,Belize City,BELIZE,,ABMP
12847,M,Creole,STANN CREEK,BELIZE,13,ACHE
12859,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,71,ACMB
12868,M,Creole,Cayo,BELIZE,9,ACMP
12872,M,Creole,STANN CREEK,BELIZE,2,AINT
12896,M,Creole,Belmopan City,Cayo,66,AMAB
12909,M,Mestizo,Belmopan City,Cayo,30,AMAP
12930,M,Mestizo,Santa Elena Town,Cayo,27,AMAT
12948,M,Mestizo,Belmopan City,Cayo,66,AMEE
12953,M,Creole,Cayo,BELIZE,27,ANRM
12958,M,Creole,Belmopan City,Cayo,66,AENG
12980,M,Creole,Belize City,BELIZE,20,APRE
12997,M,Mayan,,BELIZE,49,AECE
13000,M,Mayan,Belize City,BELIZE,36,ABUS
13028,M,Creole,Belize City,BELIZE,40,ATOS
13065,M,Garifuna,STANN CREEK,BELIZE,,AAGR
13072,F,Mestizo,BELMOPAN,Cayo,17,AARC
13083,M,Mestizo,Cayo,BELIZE,30,ABCB
13102,M,Creole,Belize City,BELIZE,10,ABCE
13110,M,Mestizo,Belmopan City,Cayo,49,ABCM
13113,M,Oriental,Cayo,BELIZE,27,ABIO
13140,M,Mestizo,Cayo,BELIZE,27,ABMB
13165,F,Creole,-,BELIZE,27,ABMP
13181,F,Creole,Belize City,BELIZE,40,ACHE
13206,M,Mestizo,-,BELIZE,13,ACMB
13231,M,Creole,Belmopan City,Cayo,66,ACMP
13237,M,Creole,-,Cayo,30,AINT
13259,F,Mestizo,,BELIZE,39,AMAB
13284,M,Mestizo,BELMOPAN,Cayo,66,AMAP
13298,F,Creole,Belize City,BELIZE,40,AMAT
13302,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,AMEE
13334,M,Mestizo,-,BELIZE,27,ANRM
13369,M,Garifuna,Belize City,BELIZE,10,AENG
13380,M,Mayan,SAN ANTONIO VILLAGE,Cayo,27,APRE
13388,M,Creole,Cayo,Cayo,,AECE
13392,M,Mestizo,COROZAL TOWN,COROZAL,,ABUS
13410,M,Garifuna,TOLEDO,BELIZE,45,ATOS
13440,M,Creole,,BELIZE,13,AAGR
13444,M,Mestizo,,BELIZE,39,AARC
13461,M,Other,Belmopan City,Cayo,80,ABCB
13466,F,East Indian,Belize City,BELIZE,40,ABCE
13471,M,Mestizo,Belize City,BELIZE,10,ABCM
13475,F,Mestizo,-,BELIZE,13,ABIO
13520,F,Creole,Cayo,BELIZE,,ABMB
13547,M,Mestizo,BELMOPAN,Cayo,30,ABMP
13569,M,Garifuna,Belmopan City,Cayo,,ACHE
13572,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,27,ACMB
13578,M,Creole,Belmopan City,Cayo,42,ACMP
13612,M,Mestizo,Belmopan City,Cayo,27,AINT
13627,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,AMAB
13642,M,Creole,Belmopan City,Cayo,13,AMAP
13685,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,AMAT
13712,M,Creole,Belize City,BELIZE,,AMEE
13718,M,Creole,Belmopan City,Cayo,30,ANRM
13721,M,Mestizo,SAN PEDRO AMBERGRIS CAYE,BELIZE,3,AENG
13727,F,Mestizo,Belmopan City,Cayo,66,APRE
13757,M,Mestizo,Belize City,BELIZE,10,AECE
13769,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,ABUS
13778,F,Mestizo,Belize City,BELIZE,17,ATOS
13804,M,Mestizo,SANTA FAMILIA VILLAGE,Cayo,32,AAGR
13813,M,Creole,Belize City,BELIZE,20,AARC
13822,M,Mestizo,SAN IGNACIO,Cayo,11,ABCB
13826,M,Mestizo,Belmopan City,Cayo,30,ABCE
13853,F,Mestizo,Belmopan City,Cayo,66,ABCM
13868,M,Mestizo,GUINEA GRASS VILLAGE,ORANGE WALK,26,ABIO
13898,M,Oriental,SAN IGNACIO,Cayo,11,ABMB
13923,M,Creole,COROZAL TOWN,COROZAL,51,ABMP
13961,F,Mestizo,,STANN CREEK,,ACHE
13973,M,Mestizo,-,Cayo,27,ACMB
14001,M,Mestizo,Belmopan City,Cayo,30,ACMP
14043,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,AINT
14069,M,Garifuna,DANGRIGA TOWN,STANN CREEK,2,AMAB
14085,M,Garifuna,Belmopan City,Cayo,66,AMAP
14117,M,Creole,,Cayo,13,AMAT
14120,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,15,AMEE
14123,F,Mestizo,ONTARIO VILLAGE,Cayo,35,ANRM
14129,F,Creole,Belize City,BELIZE,40,AENG
14154,M,Mayan,SAN IGNACIO,Cayo,27,APRE
14159,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,32,AECE
14185,M,Mestizo,TRIAL FARM,ORANGE WALK,26,ABUS
14213,M,Creole,BELMOPAN,Cayo,25,ATOS
14244,M,Oriental,SAN IGNACIO TOWN,Cayo,27,AAGR
14263,M,Mestizo,SAN IGNACIO,Cayo,27,AARC
14267,M,Mestizo,-,Cayo,49,ABCB
14279,M,Mestizo,SANTA ELENA,Cayo,11,ABCE
14310,M,Mestizo,SAN IGNACIO TOWN,Cayo,11,ABCM
14327,M,Mayan,Cayo,BELIZE,30,ABIO
14355,M,Creole,-,BELIZE,13,ABMB
14359,M,East Indian,LADYVILLE,BELIZE,63,ABMP
14364,M,Creole,Belize City,BELIZE,,ACHE
14392,M,Creole,-,BELIZE,10,ACMB
14394,M,Creole,,BELIZE,20,ACMP
14404,F,Garifuna,STANN CREEK DISTRICT,STANN CREEK,,AINT
14409,M,Mestizo,Belize City,BELIZE,13,AMAB
14422,M,Mayan,STANN CREEK DISTRICT,STANN CREEK,13,AMAP
14434,M,Creole,Belmopan City,Cayo,10,AMAT
14457,M,Creole,Cayo,BELIZE,27,AMEE
14465,F,Creole,Cayo,BELIZE,30,ANRM
14470,F,Creole,Cayo,BELIZE,72,AENG
14476,M,Mayan,-,Cayo,27,APRE
14506,F,Creole,Belize City,BELIZE,20,AECE
14551,M,Mestizo,SAN IGNACIO,Cayo,27,ABUS
14559,M,Oriental,Belize City,BELIZE,10,ATOS
14581,F,Creole,Belize City,BELIZE,10,AAGR
14589,F,Creole,Cayo,BELIZE,30,AARC
14595,M,Mestizo,Cayo,BELIZE,32,ABCB
14601,F,Mestizo,Belize City,BELIZE,56,ABCE
14604,M,Mayan,SAN IGNACIO,Cayo,27,ABCM
14621,M,Mestizo,TOLEDO DISTRICT,TOLEDO,45,ABIO
14629,F,Mestizo,SANTA ELENA,BELIZE,27,ABMB
14655,M,Mestizo,Belmopan City,Cayo,49,ABMP
14681,F,Mestizo,Belmopan City,Cayo,30,ACHE
14693,M,Mestizo,Belmopan City,Cayo,47,ACMB
14703,M,Mayan,SAN MIGUEL VILLAGE,TOLEDO,,ACMP
14713,M,Garifuna,Belmopan City,Cayo,72,AINT
14717,M,Mestizo,STANN CREEK,BELIZE,36,AMAB
14733,M,Mestizo,Cayo,BELIZE,30,AMAP
14741,M,Creole,Cayo,BELIZE,72,AMAT
14766,M,East Indian,Belmopan City,Cayo,66,AMEE
14772,F,Mestizo,Belmopan City,Cayo,72,ANRM
14778,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,10,AENG
14801,M,Mestizo,Cayo,BELIZE,30,APRE
14826,F,Oriental,Belmopan City,Cayo,30,AECE
14835,M,Mayan,TOLEDO DISTRICT,TOLEDO,45,ABUS
14841,M,Mayan,Belize City,BELIZE,27,ATOS
14846,M,Mestizo,SAN IGNACIO,Cayo,27,AAGR
14873,M,Creole,SAN IGNACIO,Cayo,50,AARC
14881,M,Creole,BELIZE,BELIZE,10,ABCB
14885,F,Mestizo,SAN IGNACIO,Cayo,21,ABCE
14897,M,Creole,Belmopan City,Cayo,30,ABCM
14922,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,15,ABIO
14928,M,Mestizo,ORANGE WALK,BELIZE,15,ABMB
14932,F,Mestizo,Belmopan City,Cayo,66,ABMP
14939,M,Creole,Cayo,BELIZE,35,ACHE
14964,M,Creole,Belmopan City,Cayo,13,ACMB
14978,F,Garifuna,Belmopan City,Cayo,66,ACMP
14982,M,Mestizo,-,Cayo,30,AINT
14997,M,Garifuna,Belmopan City,Cayo,30,AMAB
15005,M,Creole,Belize City,BELIZE,13,AMAP
15014,F,Mestizo,Belmopan City,Cayo,13,AMAT
15018,F,Creole,Belize City,BELIZE,13,AMEE
15025,F,Garifuna,DANGRIGA TOWN,STANN CREEK,2,ANRM
15032,F,Creole,LADYVILLE VILLAGE,BELIZE,10,AENG
15051,M,Mestizo,Belize City,BELIZE,10,APRE
15056,M,Mestizo,-,Cayo,11,AECE
15069,M,Garifuna,HOPKINS VILLAGE,STANN CREEK,2,ABUS
15072,M,Creole,-,Belize City,10,ATOS
15083,M,Garifuna,DANGRIGA TOWN,STANN CREEK,10,
15093,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,AAGR
15105,M,Creole,Belize City,BELIZE,40,AARC
15149,M,Caucasian,CAMALOTE VILLAGE,Cayo,30,ABCB
15152,F,Mayan,-,TOLEDO,45,ABCE
15156,M,Creole,Belize City,BELIZE,20,ABCM
15167,M,Creole,-,Belize City,20,ABIO
15173,M,Mayan,SANTA ROSA VILLAGE,STANN CREEK,36,ABMB
15186,M,Mestizo,SAN IGNACIO TOWN,Cayo,27,ABMP
15191,M,Mestizo,Belize City,BELIZE,28,ACHE
15209,M,Creole,-,Belize City,19,ACMB
15215,F,Creole,Belize City,BELIZE,20,ACMP
15227,M,Creole,LADYVILLE VILLAGE,BELIZE,20,AINT
15235,M,Garifuna,CHICAGO,Illinois,,AMAB
15268,M,Creole,-,Belize City,20,AMAP
15273,M,Creole,Belmopan City,Cayo,66,AMAT
15293,M,Mestizo,Belmopan City,Cayo,13,AMEE
15317,F,Creole,-,Cayo,30,ANRM
15326,M,Creole,-,BELIZE,13,AENG
15331,M,Mestizo,Cayo,BELIZE,50,APRE
15335,M,Garifuna,TOLEDO DISTRICT,BELIZE,45,AECE
15344,M,Mestizo,Cayo,BELIZE,11,ABUS
15359,M,Mayan,-,STANN CREEK,2,ATOS
15368,M,Creole,Belmopan City,Cayo,10,AAGR
15374,M,Mestizo,Belmopan City,Cayo,13,AARC
15400,M,Mestizo,Belmopan City,Cayo,66,ABCB
15410,M,Mestizo,-,Cayo,27,ABCE
15414,F,Mestizo,Belmopan City,Cayo,30,ABCM
15418,F,Mayan,-,Cayo,30,ABIO
15421,F,Mestizo,Belmopan City,Cayo,49,ABMB
15424,F,Mestizo,-,BELIZE,7,ABMP
15427,M,Garifuna,-,TOLEDO,81,ACHE
15453,F,Mestizo,Belmopan City,Cayo,30,ACMB
15480,M,Creole,-,STANN CREEK,66,ACMP
15487,M,Mestizo,-,Cayo,66,AINT
15493,M,Creole,-,BELIZE,20,AMAB
15499,M,Mestizo,-,Cayo,35,AMAP
15525,F,Mestizo,-,Cayo,30,AMAT
15529,M,Mestizo,BELIZE,BELIZE,10,AMEE
15571,F,Creole,Belmopan City,Cayo,49,ANRM
15576,M,Mestizo,-,Cayo,10,AENG
15582,F,Other,-,Cayo,72,APRE
15588,F,Ketchi,-,TOLEDO,18,AECE
15598,F,Mestizo,SAN IGNACIO TOWN,Cayo,32,ABUS
15628,F,Mestizo,Belmopan City,Cayo,30,ATOS
15639,F,Creole,DANGRIGA TOWN,STANN CREEK,25,AAGR
15656,M,Creole,-,TOLEDO,45,AARC
15661,M,Caucasian,-,Cayo,27,ABCB
15690,M,Garifuna,-,STANN CREEK,25,ABCE
15694,F,Creole,Cayo DISTRICT,Cayo,30,ABCM
15698,M,Mestizo,-,Cayo,50,ABIO
15712,M,Creole,Belmopan City,Cayo,,ABMB
15715,F,Mestizo,SAN IGNACIO,Cayo,27,ABMP
15719,M,Creole,-,Cayo,66,ACHE
15725,F,Oriental,Belmopan City,Cayo,,ACMB
15729,F,Garifuna,-,STANN CREEK,44,ACMP
15731,F,Mestizo,Belmopan City,Cayo,49,AINT
15734,F,Creole,-,Cayo,30,AMAB
15742,M,Garifuna,Belmopan City,Cayo,30,AMAP
15760,M,Mestizo,BELMOPAN,Cayo,35,AMAT
15800,M,Garifuna,-,STANN CREEK,25,AMEE
15814,M,Mestizo,BELMOPAN,Cayo,66,ANRM
15840,M,Mestizo,-,Cayo,27,AENG
15841,M,Creole,BELMOPAN,Cayo,66,APRE
15851,M,Creole,-,DANGRIGA,25,AECE
15852,F,Creole,Belmopan City,Cayo,66,ABUS
15875,M,Mayan,-,Cayo,27,ATOS
15876,M,East Indian,-,TOLEDO,18,AAGR
15877,M,Mestizo,-,ORANGE WALK,26,AARC
15883,M,Mestizo,-,Cayo,27,ABCB
15884,M,Creole,-,BELIZE,48,ABCE
15929,M,Mayan,BELMOPAN,Cayo,30,ABCM
15974,M,Creole,-,Cayo,20,ABIO
15975,M,Creole,-,Cayo,45,ABMB
16014,F,Garifuna,-,Cayo,66,ABMP
16015,F,Garifuna,-,BELIZE,56,ACHE
16046,M,Creole,-,BELIZE,10,ACMB
16047,M,Mestizo,-,STANN CREEK,36,ACMP
16061,M,Mestizo,-,TOLEDO,36,AINT
16092,F,Caucasian,-,Cayo,72,AMAB
16103,M,Garifuna,-,STANN CREEK,36,AMAP
16104,M,Garifuna,-,STANN CREEK,36,AMAT
16112,M,Creole,-,Cayo,35,AMEE
16127,M,Mestizo,-,BELIZE,37,ANRM
16134,M,Mestizo,-,Cayo,35,AENG
16161,M,Mestizo,-,ORANGE WALK,51,APRE
16168,M,Mestizo,-,Cayo,27,AECE
16189,F,Garifuna,BELIZE DISTRICT,BELIZE,37,ABUS
16198,M,Creole,-,BELIZE,70,ATOS
16199,M,Mayan,-,TOLEDO,45,AAGR
16200,M,Creole,-,Cayo,30,AARC
16233,M,Mestizo,Belmopan City,Cayo,30,ABCB
16239,M,Mestizo,-,Cayo,27,ABCE
16256,M,Mestizo,-,Cayo,66,ABCM
16257,M,Creole,-,BELIZE,40,ABIO
16258,F,Creole,-,BELIZE,56,ABMB
16272,M,Mestizo,-,Cayo,30,ABMP
16315,M,Mestizo,-,BELIZE,20,ACHE
16316,M,Mestizo,ORANGE WALK,ORANGE WALK,,ACMB
16317,M,Mestizo,BELMOPAN,Cayo,12,ACMP
16320,M,Creole,-,Cayo,66,AINT
16339,M,Mestizo,Belmopan City,Cayo,13,AMAB
16353,M,Mestizo,-,Cayo,27,AMAP
16377,M,Creole,Belize City,BELIZE,49,AMAT
16378,M,Creole,Santa Elena Town,Cayo,13,AMEE
16382,M,Mestizo,-,Cayo,13,ANRM
16407,M,Creole,-,STANN CREEK,,AENG
16412,M,Creole,-,STANN CREEK,25,APRE
16418,M,Creole,BELIZE,BELIZE,,AECE
16419,M,Creole,-,BELIZE,40,ABUS
16428,M,Creole,-,Cayo,22,ATOS
16462,M,Garifuna,PUNTA GORDA TOWN,TOLEDO,45,AAGR
16477,M,Mestizo,Cayo DISTRICT,Cayo,30,AARC
16509,M,Mestizo,-,BELIZE,66,ABCB
16551,M,Other,-,Cayo,,ABCE
16567,M,Mestizo,-,Cayo,13,ABCM
16589,M,Mayan,Belmopan City,Cayo,30,ABIO
16602,F,Garifuna,-,STANN CREEK,17,ABMB
16612,F,Mestizo,-,Cayo,72,ABMP
16627,M,Creole,-,BELIZE,20,ACHE
16663,F,Mestizo,SAN IGNACIO,Cayo,11,ACMB
16696,M,Mestizo,BELMOPAN,Cayo,25,ACMP
16712,M,Creole,-,STANN CREEK,25,AINT
16716,M,Mestizo,-,Cayo,21,AMAB
16745,M,Other,BELMOPAN,Cayo,82,AMAP
16768,M,Mestizo,ORANGE WALK,ORANGE WALK,71,AMAT
16773,M,East Indian,Belize City,BELIZE,40,AMEE
16790,F,Mestizo,Belmopan City,Cayo,13,ANRM
16795,M,Mayan,-,TOLEDO,45,AENG
16803,M,Mayan,TOLEDO DISTRICT,TOLEDO,45,APRE
16809,M,Oriental,-,TOLEDO,45,AECE
16836,F,Mayan,-,TOLEDO,18,ABUS
16841,F,Creole,Belize City,BELIZE,17,ATOS
16842,F,Mestizo,COROZAL TOWN,COROZAL,51,AAGR
16871,M,Mayan,-,STANN CREEK,25,AARC
16878,M,Garifuna,-,STANN CREEK,25,ABCB
16879,M,Mayan,-,TOLEDO,45,ABCE
16883,M,Creole,-,STANN CREEK,45,ABCM
16908,M,Caucasian,-,Cayo,13,ABIO
16920,M,Mayan,BELMOPAN,Cayo,13,ABMB
16952,M,Creole,Belmopan City,Cayo,66,ABMP
16974,F,Creole,-,STANN CREEK,25,ACHE
16993,M,Mestizo,-,Cayo,38,ACMB
17004,M,Mestizo,-,Cayo,24,ACMP
17013,M,Creole,8.5 M WESTERN HWY,BELIZE,40,AINT
17037,M,Creole,LADYVILLE VILLAGE,BELIZE,10,AMAB
17066,M,Oriental,DANGRIGA TOWN,STANN CREEK,25,AMAP
17094,M,Creole,Belmopan City,Cayo,66,AMAT
17110,F,Mestizo,Belmopan City,Cayo,30,AMEE
17115,F,Other,-,SAN PEDRO,39,ANRM
17116,M,Mestizo,Belmopan City,Cayo,30,AENG
17147,M,Creole,Belmopan City,Cayo,45,APRE
17149,M,Creole,-,BELIZE,20,AECE
17153,F,Mestizo,-,Cayo,30,ABUS
17157,M,Mayan,-,BELIZE,22,ATOS
17163,F,Mestizo,-,Cayo,27,AAGR
17169,M,Creole,Belmopan City,Cayo,30,AARC
17197,M,Mestizo,Belmopan City,Cayo,27,ABCB
17204,M,Mestizo,BELIZE,BELIZE,55,ABCE
17205,M,East Indian,Belmopan City,Cayo,30,ABCM
17220,M,Mestizo,-,Cayo,35,ABIO
17228,M,Creole,Belmopan City,Cayo,30,ABMB
17262,M,Mestizo,-,Cayo,30,ABMP
17288,M,Mestizo,-,Cayo,66,ACHE
17318,M,Mayan,Belmopan City,Cayo,30,ACMB
17324,M,Creole,-,Cayo,30,ACMP
17368,M,Garifuna,Belmopan City,Cayo,66,AINT
17387,M,Other,Belmopan City,Cayo,30,AMAB
17418,M,East Indian,Belmopan City,Cayo,35,AMAP
17454,M,Mestizo,SAN IGNACIO,Cayo,27,AMAT
17461,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,33,AMEE
17462,M,Creole,BELIZE,BELIZE,10,ANRM
17463,M,East Indian,Belmopan City,Cayo,66,AENG
17464,M,Mestizo,SAN IGNACIO TOWN,Cayo,27,APRE
17465,M,Oriental,Belmopan City,Cayo,13,AECE
17493,M,Creole,SAN IGNACIO,Cayo,13,ABUS
17515,M,Creole,BELIZE,BELIZE,,ATOS
17555,F,Creole,BELIZE,BELIZE,66,
17556,M,Creole,Belize City,BELIZE,1,AAGR
17566,M,Creole,Belmopan City,Cayo,49,AARC
17568,F,Creole,BELIZE,BELIZE,29,ABCB
17570,M,Creole,-,BELIZE,40,ABCE
17575,M,Creole,Belize,NULL,22,ABCM
17576,M,Creole,BELIZE,BELIZE,40,ABIO
17581,M,Creole,BELIZE,BELIZE,20,ABMB
17591,M,Creole,BELIZE,BELIZE,40,ABMP
17603,F,Creole,Belize City,BELIZE,40,ACHE
17640,M,Creole,BELIZE,BELIZE,40,ACMB
17653,M,Creole,BELIZE,BELIZE,40,ACMP
17666,M,Garifuna,Belize City,BELIZE,40,AINT
17667,M,Mestizo,Belize City,BELIZE,42,AMAB
17703,F,Mestizo,Belmopan City,Cayo,38,AMAP
17724,M,Creole,DANGRIGA TOWN,STANN CREEK,25,AMAT
17759,F,Garifuna,Cayo DISTRICT,Cayo,44,AMEE
17761,M,Mestizo,-,BELIZE,35,ANRM
17762,M,Creole,Belmopan City,Cayo,66,AENG
17774,M,Mestizo,-,STANN CREEK,25,APRE
17802,M,Mayan,Belmopan City,Cayo,45,AECE
17833,M,Mestizo,BELIZE,BELIZE,63,ABUS
17842,M,Other,-,Cayo,36,ATOS
17850,M,Other,Belmopan City,Cayo,,AAGR
17854,F,Other,BELMOPAN,Cayo,,AARC
17882,M,Mayan,BELIZE,BELIZE,18,ABCB
17888,M,Mestizo,BELMOPAN,Cayo,30,ABCE
17904,M,Creole,-,STANN CREEK,25,ABCM
17936,M,Mayan,-,TOLEDO,36,ABIO
17945,M,Garifuna,DANGRIGA TOWN,STANN CREEK,25,ABMB
17975,M,Mestizo,-,COROZAL,28,ABMP
17981,F,Unknown,-,BELIZE,17,ACHE
18008,M,Unknown,Belmopan City,Cayo,66,ACMB
18014,M,Unknown,Belmopan City,Cayo,25,ACMP
18043,M,Unknown,-,STANN CREEK,59,AINT
18052,M,Unknown,-,Cayo,72,AMAB
18079,M,Unknown,Belmopan City,Cayo,30,AMAP
18081,M,Unknown,-,TOLEDO,43,AMAT
18089,M,Ketchi,-,TOLEDO,45,AMEE
18096,M,Mestizo,Belmopan City,Cayo,13,ANRM
18100,M,Unknown,-,TOLEDO,45,AENG
18114,M,Unknown,Belize City,BELIZE,37,APRE
18141,M,Unknown,-,Cayo,27,AECE
18171,F,Unknown,-,BELIZE,20,ABUS
18191,M,Mestizo,Belmopan City,Cayo,30,ATOS
18219,M,Unknown,-,BELIZE,42,AAGR
18247,F,Creole,-,TOLEDO,13,AARC
18269,F,Unknown,Belmopan City,Cayo,56,ABCB
18274,M,Unknown,Belmopan City,Cayo,66,ABCE
18285,M,Unknown,Belmopan City,Cayo,72,ABCM
18318,M,Unknown,-,Cayo,27,ABIO
18355,M,Unknown,BELIZE,BELIZE,53,ABMB
18363,F,Unknown,-,BELIZE,17,ABMP
18365,M,Unknown,Belmopan City,Cayo,30,ACHE
18385,M,Unknown,BELMOPAN,Cayo,30,ACMB
18401,M,Unknown,Belmopan City,Cayo,30,ACMP
18426,M,Unknown,-,Cayo,27,AINT
18439,M,Unknown,-,BELIZE,39,AMAB
18473,M,Unknown,Belmopan City,Cayo,72,AMAP
18501,M,Unknown,-,TOLEDO,18,AMAT
18505,M,East Indian,SAN IGNACIO TOWN,Cayo,27,AMEE
18533,M,Creole,Belize City,BELIZE,20,ANRM
18534,F,Unknown,BELMOPAN,Cayo,49,AENG
18548,M,Mestizo,-,Cayo,27,APRE
18549,M,Unknown,Belmopan City,Cayo,13,AECE
18564,M,Unknown,-,Cayo,38,ABUS
18594,M,Unknown,Belize City,BELIZE,20,ATOS
18620,F,Unknown,Belmopan City,Cayo,66,AAGR
18649,M,Mayan,-,BELIZE,53,AARC
18659,M,Unknown,-,Cayo,30,ABCB
18660,M,Unknown,-,BELIZE,42,ABCE
18662,M,Unknown,BELMOPAN,Cayo,66,ABCM
18700,M,Unknown,-,BELIZE,40,ABIO
18734,F,East Indian,-,BELIZE,20,ABMB
18742,M,Unknown,BELMOPAN,Cayo,13,ABMP
18768,F,Unknown,-,Cayo,13,ACHE
18776,M,Unknown,-,Cayo,27,ACMB
18805,M,Unknown,BELMOPAN,Cayo,30,ACMP
18806,F,Unknown,SAN IGNACIO,Cayo,13,AINT
18813,M,Unknown,SAN PEDRO TOWN,BELIZE,3,AMAB
18821,M,Unknown,Belize City,BELIZE,70,AMAP
18826,M,Unknown,-,Cayo,30,AMAT
18855,M,Unknown,DANGRIGA TOWN,STANN CREEK,13,AMEE
18871,M,Garifuna,Belmopan City,Cayo,30,ANRM
18880,F,Unknown,-,BELIZE,56,AENG
18897,M,Mestizo,-,STANN CREEK,36,APRE
18904,M,Unknown,BELMOPAN,Cayo,13,AECE
18913,M,Mestizo,BELMOPAN,Cayo,49,ABUS
18916,M,Mestizo,-,Cayo,65,ATOS
18926,M,Unknown,BELMOPAN,Cayo,30,AAGR
18931,M,Unknown,BELMOPAN,Cayo,30,AARC
18936,M,Unknown,-,BELIZE,63,ABCB
18943,M,Unknown,BELMOPAN,Cayo,10,ABCE
18959,M,Mestizo,-,Cayo,38,ABCM
18969,M,Creole,-,Cayo,54,ABIO
18978,M,Mayan,-,TOLEDO,45,ABMB
19000,M,Mestizo,Belize City,BELIZE,40,ABMP
19032,M,Unknown,-,BELIZE,53,ACHE
19042,M,Mayan,-,TOLEDO,25,ACMB
19072,F,Creole,-,BELIZE,1,ACMP
19083,M,Creole,BELIZE,BELIZE,63,AINT
19094,M,Mestizo,-,Cayo,27,AMAB
19136,M,Mestizo,BELMOPAN,BELIZE,30,AMAP
19156,F,Unknown,-,TOLEDO,36,AMAT
19165,M,Mestizo,BELMOPAN,Cayo,66,AMEE
19196,M,Creole,#NAME?,BELIZE,20,ANRM
19212,M,Unknown,-,Cayo,27,AENG
19253,M,Mestizo,-,BELIZE,53,APRE
19262,M,Creole,-,BELIZE,37,AECE
19298,M,Mestizo,DANGRIGA TOWN,STANN CREEK,25,ABUS
19325,M,Mestizo,-,Cayo,27,ATOS
19330,M,Mestizo,-,Cayo,27,AAGR
19344,M,Mestizo,BENQUE VIEJO TOWN,Cayo,27,AARC
19357,M,Mestizo,Belmopan City,Cayo,30,ABCB
19363,F,Other,Santa Elena Town,Cayo,21,ABCE
19373,M,Other,-,Cayo,35,ABCM
19376,F,Garifuna,DANGRIGA TOWN,STANN CREEK,25,ABIO
19412,M,Other,BELMOPAN,Cayo,66,ABMB
19444,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,26,ABMP
19451,M,Mayan,-,TOLEDO,62,ACHE
19472,M,Mestizo,-,STANN CREEK,25,ACMB
19499,M,Mestizo,-,Cayo,38,ACMP
