program_status_id,program_status,student_id,course_id,course_grade,course_points,semester
3673,Dropped,7687,43,,9,2006-1
3674,Terminated,7687,78,,4.5,2007-1
3675,Terminated,7687,61,,9,2007-1
3676,Terminated,7687,60,,0,2007-2
3677,Terminated,7707,40,,0,2016-1
3678,Terminated,7707,4,,,2016-1
3679,Terminated,7707,13,,0,2016-1
3680,Dropped,7710,75,,11.25,2006-1
3681,Dropped,7710,64,,6,2006-2
3682,Dropped,7710,77,,6,2006-2
3683,Dropped,7710,62,,6,2006-2
3684,Dropped,7710,65,,7.5,2006-2
3685,Dropped,7710,49,,6,2007-1
3686,Dropped,7710,45,,12,2007-1
3687,Dropped,7710,102,,0,2007-2
3688,Dropped,7710,141,,9,2008-1
3689,Dropped,7710,60,,11.25,2008-2
3690,Dropped,7710,55,,12,2008-2
3691,Dropped,7710,54,,0,2006-2
3692,Dropped,7710,74,,9,2006-2
3693,Dropped,7710,48,,7.5,2007-1
3694,Dropped,7710,64,,11.25,2007-2
3695,Dropped,7710,54,,9,2007-2
3696,Dropped,7710,67,,4.5,2008-1
3697,Dropped,7710,102,,9,2008-2
3698,Dropped,7710,77,,0,2006-1
3699,Dropped,7710,100,,7.5,2007-2
3700,Dropped,7710,43,,9,2006-1
3701,Dropped,7710,78,,7.5,2007-1
3702,Dropped,7710,46,,11.25,2007-2
3703,Dropped,7710,49,,0,2008-1
3704,Dropped,7710,105,,4.5,2008-1
3705,Dropped,7710,44,,11.25,2006-1
3706,Dropped,7710,73,,11.25,2006-1
3707,Dropped,7710,62,,3,2006-1
3708,Dropped,7710,61,,11.25,2007-1
3709,Dropped,7710,63,,9,2007-2
3710,Dropped,7710,49,,10.5,2008-2
3711,Dropped,7710,105,,0,2008-2
3712,Dropped,7710,76,,3,2006-1
3713,Dropped,7710,101,,7.5,2008-1
3714,Dropped,7710,65,,7.5,2008-1
3715,Dropped,7710,72,,0,2008-2
3716,Terminated,7746,62,,0,2006-1
3717,Terminated,7746,66,,0,2006-2
3718,Terminated,7746,69,,0,2006-2
3719,Terminated,7746,76,,1,2006-1
3720,Terminated,7746,54,,0,2006-2
3721,Terminated,7746,77,,0,2006-1
3722,Terminated,7746,73,,7.5,2006-1
3723,Terminated,7746,43,,0,2006-1
3724,Terminated,7746,44,,4.5,2006-1
3725,Transferred,7755,73,,0,2006-1
3726,Transferred,7755,105,,0,2009-1
3727,Transferred,7755,175,,3,2010-1
3728,Transferred,7755,176,,7.5,2010-1
3729,Transferred,7755,43,,0,2006-1
3730,Transferred,7755,314,,0,2010-1
3731,Transferred,7755,177,,9,2010-1
3732,Transferred,7755,101,,3,2009-1
3733,Transferred,7755,76,,0,2006-1
3734,Transferred,7755,77,,0,2006-1
3735,Transferred,7755,62,,0,2006-1
3736,Transferred,7755,140,,0,2009-1
3737,Transferred,7755,109,,9,2009-1
3738,Transferred,7755,54,,9,2009-1
3739,Transferred,7755,178,,7.5,2010-1
3740,Graduated,7770,76,,3.75,2006-2
3741,Graduated,7770,74,,9,2006-2
3742,Graduated,7770,55,,12,2007-2
3743,Graduated,7770,62,,10.5,2007-2
3744,Graduated,7770,54,,10.5,2006-2
3745,Graduated,7770,46,,12,2007-2
3746,Graduated,7770,60,,10.5,2007-2
3747,Graduated,7770,100,,0,2006-2
3748,Graduated,7770,64,,11.25,2006-2
3749,Graduated,7770,45,,11.25,2006-2
3750,Graduated,7770,61,,11.25,2006-3
3751,Graduated,7770,78,,0,2007-1
3752,Graduated,7770,100,,9,2007-2
3753,Graduated,7770,78,,10.5,2008-1
3754,Graduated,7770,62,,6,2006-1
3755,Graduated,7770,75,,10.5,2006-1
3756,Graduated,7770,101,,9,2006-2
3757,Graduated,7770,65,,11.25,2006-3
3758,Graduated,7770,48,,0,2007-1
3759,Graduated,7770,49,,0,2007-1
3760,Graduated,7770,76,,1,2006-1
3761,Graduated,7770,43,,11.25,2006-1
3762,Graduated,7770,44,,11.25,2006-1
3763,Graduated,7770,73,,9,2006-1
3764,Graduated,7770,77,,6,2006-1
3765,Graduated,7770,63,,9,2007-2
3766,Graduated,7770,48,,10.5,2008-1
3767,Graduated,7770,77,,0,2007-1
3768,Graduated,7770,105,,7.5,2007-3
3769,Graduated,7770,49,,3,2008-1
3770,Graduated,7800,43,,0,2006-1
3771,Graduated,7800,77,,3,2006-1
3772,Graduated,7800,77,,0,2006-2
3773,Graduated,7800,101,,7.5,2008-1
3774,Graduated,7800,55,,11.25,2008-2
3775,Graduated,7800,100,,6,2008-2
3776,Graduated,7800,62,,3,2006-1
3777,Graduated,7800,74,,7.5,2007-1
3778,Graduated,7800,49,,0,2008-1
3779,Graduated,7800,64,,0,2008-2
3780,Graduated,7800,63,,6,2008-2
3781,Graduated,7800,44,,10.5,2006-1
3782,Graduated,7800,75,,10.5,2006-2
3783,Graduated,7800,73,,7.5,2006-3
3784,Graduated,7800,45,,6,2006-3
3785,Graduated,7800,60,,0,2007-2
3786,Graduated,7800,64,,0,2007-2
3787,Graduated,7800,45,,11.25,2008-1
3788,Graduated,7800,64,,4.5,2009-2
3789,Graduated,7800,20,,7.5,2010-2
3790,Graduated,7800,75,,4.5,2006-1
3791,Graduated,7800,54,,6,2008-2
3792,Graduated,7800,102,,9,2009-2
3793,Graduated,7800,32,,7.5,2010-1
3794,Graduated,7800,22,,6,2010-1
3795,Graduated,7800,73,,6,2006-1
3796,Graduated,7800,43,,7.5,2007-1
3797,Graduated,7800,65,,9,2007-1
3798,Graduated,7800,46,,9,2007-2
3799,Graduated,7800,77,,6,2008-1
3800,Graduated,7800,60,,6,2008-2
3801,Graduated,7800,49,,4.5,2009-1
3802,Graduated,7800,105,,0,2009-2
3803,Graduated,7800,8,,7.5,2010-2
3804,Graduated,7800,76,,3,2006-1
3805,Graduated,7800,62,,10.5,2006-2
3806,Graduated,7800,78,,10.5,2007-1
3807,Graduated,7800,61,,7.5,2007-1
3808,Graduated,7800,54,,4.5,2007-2
3809,Graduated,7800,48,,0,2009-1
3810,Graduated,7800,105,,3,2009-1
3811,Graduated,7800,5,,4.5,2010-3
3812,Transferred,7842,73,,10.5,2006-1
3813,Transferred,7842,62,,0,2006-1
3814,Transferred,7842,43,,0,2007-2
3815,Transferred,7842,45,,6,2007-2
3816,Transferred,7842,69,,4.5,2008-2
3817,Transferred,7842,137,,9,2009-1
3818,Transferred,7842,104,,9,2008-1
3819,Transferred,7842,128,,6,2009-1
3820,Transferred,7842,161,,10.5,2009-1
3821,Transferred,7842,44,,7.5,2006-1
3822,Transferred,7842,74,,9,2006-2
3823,Transferred,7842,62,,0,2006-2
3824,Transferred,7842,162,,9,2008-1
3825,Transferred,7842,67,,7.5,2008-1
3826,Transferred,7842,156,,6,2008-2
3827,Transferred,7842,76,,3,2006-1
3828,Transferred,7842,77,,0,2006-1
3829,Transferred,7842,152,,9,2006-1
3830,Transferred,7842,61,,0,2006-2
3831,Transferred,7842,61,,7.5,2007-1
3832,Transferred,7842,62,,3,2007-2
3833,Transferred,7842,56,,7.5,2009-1
3834,Transferred,7842,46,,12,2006-2
3835,Transferred,7842,77,,0,2006-2
3836,Transferred,7842,43,,0,2007-1
3837,Transferred,7842,78,,4.5,2007-1
3838,Transferred,7842,160,,10.5,2008-2
3839,Graduated,7869,73,,11.25,2006-1
3840,Graduated,7869,61,,10.5,2007-1
3841,Graduated,7869,100,,3,2008-2
3842,Graduated,7869,69,,6,2006-1
3843,Graduated,7869,78,,9,2007-1
3844,Graduated,7869,49,,7.5,2007-1
3845,Graduated,7869,63,,10.5,2007-2
3846,Graduated,7869,46,,10.5,2007-2
3847,Graduated,7869,55,,11.25,2007-2
3848,Graduated,7869,77,,9,2006-2
3849,Graduated,7869,48,,11.25,2007-1
3850,Graduated,7869,102,,7.5,2007-2
3851,Graduated,7869,100,,3,2007-2
3852,Graduated,7869,44,,6,2006-1
3853,Graduated,7869,75,,9,2006-1
3854,Graduated,7869,72,,9,2007-2
3855,Graduated,7869,60,,6,2007-2
3856,Graduated,7869,107,,10.5,2008-1
3857,Graduated,7869,45,,10.5,2008-1
3858,Graduated,7869,101,,12,2008-2
3859,Graduated,7869,105,,9,2009-1
3860,Graduated,7869,76,,3,2006-1
3861,Graduated,7869,43,,12,2006-1
3862,Graduated,7869,54,,10.5,2006-2
3863,Graduated,7869,62,,9,2006-2
3864,Graduated,7869,100,,12,2008-3
3865,Graduated,7869,77,,0,2006-1
3866,Graduated,7869,64,,10.5,2006-2
3867,Graduated,7869,74,,9,2006-2
3868,Graduated,7869,66,,9,2007-1
3869,Graduated,7869,65,,7.5,2007-1
3870,Graduated,7869,105,,3,2008-1
3871,Graduated,7869,140,,,2008-2
3872,Dropped,7902,62,,0,2006-2
3873,Dropped,7902,61,,0,2006-2
3874,Dropped,7902,77,,0,2006-1
3875,Dropped,7902,54,,0,2006-2
3876,Dropped,7902,69,,0,2006-2
3877,Dropped,7902,73,,11.25,2006-1
3878,Dropped,7902,43,,0,2006-1
3879,Dropped,7902,74,,0,2006-2
3880,Dropped,7902,76,,3,2006-1
3881,Dropped,7902,44,,11.25,2006-1
3882,Dropped,7902,62,,0,2006-1
3883,Dropped,7902,75,,10.5,2006-1
3884,Graduated,7914,66,,12,2006-1
3885,Graduated,7914,60,,0,2007-2
3886,Graduated,7914,48,,6,2008-1
3887,Graduated,7914,74,,7.5,2007-2
3888,Graduated,7914,105,,3,2008-1
3889,Graduated,7914,127,,11.25,2008-1
3890,Graduated,7914,63,,0,2008-2
3891,Graduated,7914,64,,0,2008-2
3892,Graduated,7914,43,,7.5,2006-1
3893,Graduated,7914,77,,9,2006-1
3894,Graduated,7914,45,,7.5,2006-2
3895,Graduated,7914,65,,7.5,2008-1
3896,Graduated,7914,102,,6,2008-2
3897,Graduated,7914,72,,4.5,2008-2
3898,Graduated,7914,60,,4.5,2008-2
3899,Graduated,7914,55,,9,2008-2
3900,Graduated,7914,73,,7.5,2006-3
3901,Graduated,7914,74,,4.5,2007-1
3902,Graduated,7914,64,,0,2007-2
3903,Graduated,7914,100,,7.5,2007-2
3904,Graduated,7914,105,,6,2009-1
3905,Graduated,7914,60,,9,2009-2
3906,Graduated,7914,73,,4.5,2006-1
3907,Graduated,7914,54,,10.5,2006-2
3908,Graduated,7914,78,,9,2007-1
3909,Graduated,7914,49,,6,2007-1
3910,Graduated,7914,65,,4.5,2007-1
3911,Graduated,7914,64,,6,2009-2
3912,Graduated,7914,76,,2.5,2006-1
3913,Graduated,7914,62,,3,2006-1
3914,Graduated,7914,62,,11.25,2006-2
3915,Graduated,7914,61,,6,2006-3
3916,Graduated,7914,46,,9,2007-2
3917,Graduated,7914,101,,7.5,2008-1
3918,Graduated,7914,63,,7.5,2009-2
3919,Graduated,7914,72,,4.5,2009-2
3920,Terminated,7950,62,,0,2006-1
3921,Terminated,7950,77,,0,2007-1
3922,Terminated,7950,66,,9,2006-1
3923,Terminated,7950,43,,0,2006-1
3924,Terminated,7950,61,,6,2006-2
3925,Terminated,7950,73,,10.5,2006-1
3926,Terminated,7950,74,,9,2006-2
3927,Terminated,7950,65,,9,2006-2
3928,Terminated,7950,76,,0,2006-1
3929,Terminated,7950,77,,0,2006-1
3930,Terminated,7950,45,,7.5,2006-3
3931,Terminated,7950,76,,3.75,2007-1
3932,Terminated,7962,76,,1.5,2006-2
3933,Terminated,7962,45,,7.5,2006-2
3934,Terminated,7962,43,,0,2007-2
3935,Terminated,7962,73,,7.5,2007-2
3936,Terminated,7962,61,,4.5,2006-2
3937,Terminated,7962,75,,7.5,2006-2
3938,Terminated,7962,66,,3,2007-1
3939,Terminated,7962,62,,0,2006-2
3940,Terminated,7962,62,,6,2007-1
3941,Terminated,7962,61,,7.5,2007-2
3942,Terminated,7962,76,,1,2007-1
3943,Dropped,7973,77,,0,2006-1
3944,Dropped,7973,64,,0,2006-2
3945,Dropped,7973,117,,10.5,2018-1
3946,Dropped,7973,6,,3,2018-1
3947,Dropped,7973,77,,0,2006-2
3948,Dropped,7973,14,,1,2017-2
3949,Dropped,7973,76,,2.5,2006-1
3950,Dropped,7973,62,,0,2006-2
3951,Dropped,7973,15,,0,2017-2
3952,Dropped,7973,19,,12,2017-2
3953,Dropped,7973,32,,9,2018-1
3954,Dropped,7973,94,,12,2019-2
3955,Dropped,7973,43,,7.5,2006-1
3956,Dropped,7973,62,,0,2006-1
3957,Dropped,7973,75,,0,2006-1
3958,Dropped,7973,31,,7.5,2018-1
3959,Dropped,7973,21,,0,2018-2
3960,Dropped,7973,5,,0,2019-1
3961,Dropped,7973,179,,9,2019-2
3962,Dropped,7973,44,,10.5,2006-1
3963,Dropped,7973,20,,9,2017-2
3964,Dropped,7973,37,,0,2018-2
3965,Dropped,7973,8,,7.5,2018-2
3966,Dropped,7973,6,,10.5,2019-1
3967,Dropped,7973,73,,11.25,2006-1
3968,Dropped,7973,21,,0,2017-2
3969,Dropped,7973,2,,10.5,2018-1
3970,Dropped,7973,9,,9,2018-2
3971,Dropped,7973,25,,11.25,2018-2
3972,Dropped,7973,37,,10.5,2019-1
3973,Dropped,7973,97,,10.5,2019-1
3974,Dropped,7973,21,,12,2019-2
3975,Terminated,8005,73,,9,2006-1
3976,Terminated,8005,66,,0,2006-2
3977,Terminated,8005,77,,0,2006-1
3978,Terminated,8005,43,,0,2006-1
3979,Terminated,8005,62,,0,2006-1
3980,Terminated,8005,62,,0,2006-2
3981,Terminated,8005,76,,0,2006-1
3982,Terminated,8005,74,,0,2006-2
3983,Dropped,8013,43,,,2006-1
3984,Dropped,8013,61,,,2006-1
3985,Dropped,8013,77,,,2006-1
3986,Terminated,8016,64,,9,2006-2
3987,Terminated,8016,54,,0,2006-2
3988,Terminated,8016,61,,7.5,2006-2
3989,Terminated,8016,73,,7.5,2006-1
3990,Terminated,8016,62,,0,2006-1
3991,Terminated,8016,77,,0,2007-1
3992,Terminated,8016,43,,12,2006-1
3993,Terminated,8016,77,,0,2006-1
3994,Terminated,8016,48,,0,2007-1
3995,Terminated,8016,78,,0,2007-1
3996,Graduated,8026,77,,0,2006-1
3997,Graduated,8026,74,,9,2006-2
3998,Graduated,8026,45,,7.5,2006-2
3999,Graduated,8026,62,,7.5,2006-2
4000,Graduated,8026,46,,10.5,2007-2
4001,Graduated,8026,49,,0,2008-1
4002,Graduated,8026,100,,6,2008-2
4003,Graduated,8026,63,,7.5,2009-2
4004,Graduated,8026,62,,0,2006-1
4005,Graduated,8026,75,,9,2006-1
4006,Graduated,8026,54,,7.5,2006-2
4007,Graduated,8026,101,,6,2008-1
4008,Graduated,8026,73,,11.25,2006-1
4009,Graduated,8026,61,,10.5,2007-1
4010,Graduated,8026,102,,9,2008-2
4011,Graduated,8026,60,,6,2008-2
4012,Graduated,8026,55,,10.5,2008-2
4013,Graduated,8026,105,,6,2009-1
4014,Graduated,8026,72,,6,2009-2
4015,Graduated,8026,43,,7.5,2006-1
4016,Graduated,8026,61,,4.5,2006-2
4017,Graduated,8026,66,,0,2007-1
4018,Graduated,8026,78,,7.5,2007-1
4019,Graduated,8026,49,,3,2007-1
4020,Graduated,8026,63,,0,2008-2
4021,Graduated,8026,72,,3,2008-2
4022,Graduated,8026,44,,6,2006-1
4023,Graduated,8026,76,,2,2006-2
4024,Graduated,8026,77,,6,2007-1
4025,Graduated,8026,64,,6,2007-2
4026,Graduated,8026,100,,0,2007-2
4027,Graduated,8026,65,,4.5,2007-1
4028,Graduated,8026,48,,6,2008-1
4029,Graduated,8026,105,,3,2008-1
4030,Graduated,8026,65,,9,2008-1
4031,Graduated,8026,49,,6,2008-2
4032,Transferred,8062,76,,0,2007-1
4033,Transferred,8062,66,,0,2007-1
4034,Transferred,8062,73,,0,2007-1
4035,Transferred,8062,77,,0,2007-1
4036,Transferred,8062,43,,0,2007-1
4037,Terminated,8067,77,,0,2006-1
4038,Terminated,8067,45,,0,2006-1
4039,Terminated,8067,152,,7.5,2006-1
4040,Terminated,8067,74,,0,2006-1
4041,Terminated,8067,43,,0,2006-1
4042,Terminated,8067,62,,0,2006-1
4043,Graduated,8073,77,,0,2006-1
4044,Graduated,8073,105,,7.5,2008-1
4045,Graduated,8073,102,,0,2008-2
4046,Graduated,8073,78,,9,2007-1
4047,Graduated,8073,77,,7.5,2007-1
4048,Graduated,8073,65,,6,2007-1
4049,Graduated,8073,48,,6,2008-1
4050,Graduated,8073,43,,10.5,2006-1
4051,Graduated,8073,75,,9,2006-1
4052,Graduated,8073,66,,9,2006-2
4053,Graduated,8073,62,,3,2006-2
4054,Graduated,8073,61,,10.5,2006-2
4055,Graduated,8073,100,,7.5,2007-2
4056,Graduated,8073,49,,0,2008-1
4057,Graduated,8073,72,,4.5,2008-2
4058,Graduated,8073,55,,12,2008-2
4059,Graduated,8073,49,,3,2007-1
4060,Graduated,8073,63,,6,2007-2
4061,Graduated,8073,44,,6,2006-1
4062,Graduated,8073,73,,11.25,2006-1
4063,Graduated,8073,64,,0,2006-2
4064,Graduated,8073,54,,9,2006-2
4065,Graduated,8073,74,,9,2006-2
4066,Graduated,8073,76,,3,2006-3
4067,Graduated,8073,45,,10.5,2006-3
4068,Graduated,8073,62,,6,2007-1
4069,Graduated,8073,46,,10.5,2007-2
4070,Graduated,8073,101,,6,2008-1
4071,Graduated,8073,49,,6,2008-2
4072,Graduated,8073,72,,7.5,2009-2
4073,Graduated,8073,62,,0,2006-1
4074,Graduated,8073,64,,6,2007-2
4075,Graduated,8073,60,,3,2007-2
4076,Graduated,8073,62,,7.5,2007-2
4077,Graduated,8073,60,,9,2008-2
4078,Graduated,8073,102,,11.25,2009-2
4079,Graduated,8109,73,,10.5,2006-1
4080,Graduated,8109,54,,7.5,2006-2
4081,Graduated,8109,74,,10.5,2006-2
4082,Graduated,8109,65,,10.5,2006-2
4083,Graduated,8109,76,,3.75,2006-3
4084,Graduated,8109,43,,10.5,2007-1
4085,Graduated,8109,62,,7.5,2007-1
4086,Graduated,8109,63,,7.5,2009-2
4087,Graduated,8109,62,,0,2006-1
4088,Graduated,8109,77,,9,2007-1
4089,Graduated,8109,105,,7.5,2008-1
4090,Graduated,8109,21,,0,2011-2
4091,Graduated,8109,21,,0,2012-2
4092,Graduated,8109,64,,0,2006-2
4093,Graduated,8109,63,,3,2008-2
4094,Graduated,8109,72,,7.5,2009-2
4095,Graduated,8109,32,,9,2011-1
4096,Graduated,8109,77,,0,2006-1
4097,Graduated,8109,75,,10.5,2006-1
4098,Graduated,8109,62,,4.5,2006-2
4099,Graduated,8109,78,,7.5,2007-1
4100,Graduated,8109,46,,9,2007-2
4101,Graduated,8109,100,,0,2007-2
4102,Graduated,8109,48,,0,2008-1
4103,Graduated,8109,55,,10.5,2008-2
4104,Graduated,8109,44,,11.25,2006-1
4105,Graduated,8109,61,,10.5,2006-2
4106,Graduated,8109,101,,7.5,2008-1
4107,Graduated,8109,60,,10.5,2008-2
4108,Graduated,8109,43,,6,2006-1
4109,Graduated,8109,45,,11.25,2006-3
4110,Graduated,8109,49,,7.5,2007-1
4111,Graduated,8109,64,,7.5,2007-2
4112,Graduated,8109,60,,0,2007-2
4113,Graduated,8109,100,,0,2008-2
4114,Graduated,8109,48,,3,2009-1
4115,Graduated,8109,102,,9,2009-2
4116,Graduated,8109,100,,0,2009-2
4117,Dropped,8147,75,,11.25,2006-1
4118,Dropped,8147,76,,3.5,2006-1
4119,Dropped,8147,43,,0,2006-1
4120,Dropped,8147,79,,0,2006-1
4121,Dropped,8147,73,,10.5,2006-1
4122,Dropped,8147,44,,11.25,2006-1
4123,Terminated,8153,62,,0,2006-2
4124,Terminated,8153,76,,3.5,2007-2
4125,Terminated,8153,66,,9,2008-1
4126,Terminated,8153,66,,0,2006-1
4127,Terminated,8153,75,,3,2006-2
4128,Terminated,8153,139,,7.5,2007-2
4129,Terminated,8153,76,,0,2006-1
4130,Terminated,8153,65,,4.5,2009-1
4131,Terminated,8153,73,,0,2006-1
4132,Terminated,8153,61,,9,2008-2
4133,Terminated,8153,45,,3,2009-2
4134,Terminated,8153,43,,0,2006-1
4135,Terminated,8153,62,,0,2006-1
4136,Terminated,8153,101,,0,2006-2
4137,Terminated,8153,73,,9,2008-1
4138,Terminated,8153,74,,4.5,2008-2
4139,Terminated,8153,43,,0,2009-1
4140,Terminated,8153,78,,0,2009-2
4141,Terminated,8171,73,,4.5,2009-1
4142,Terminated,8171,39,,0,2010-1
4143,Terminated,8171,74,,0,2009-2
4144,Terminated,8171,77,,0,2009-1
4145,Terminated,8171,40,,0,2010-1
4146,Terminated,8171,45,,0,2009-2
4147,Terminated,8171,56,,0,2009-2
4148,Terminated,8171,34,,0,2010-1
4149,Terminated,8171,66,,0,2009-1
4150,Terminated,8171,95,,0,2010-1
4151,Terminated,8171,3,,0,2010-1
4152,Transferred,8182,39,,0,0000-1
4153,Transferred,8182,12,,0,0000-1
4154,Transferred,8182,94,,0,0000-1
4155,Transferred,8182,3,,0,2012-2
4156,Transferred,8182,40,,0,2013-1
4157,Transferred,8182,31,,0,0000-1
4158,Transferred,8182,22,,0,0000-1
4159,Transferred,8182,34,,0,0000-1
4160,Transferred,8182,39,,0,0000-1
4161,Transferred,8182,12,,0,0000-1
4162,Transferred,8182,1,,9,2012-2
4163,Transferred,8182,4,,0,2013-1
4164,Transferred,8182,34,,0,0000-1
4165,Transferred,8182,94,,0,0000-1
4166,Transferred,8182,19,,7.5,2012-2
4167,Transferred,8182,95,,0,0000-1
4168,Transferred,8182,23,,0,0000-1
4169,Transferred,8182,3,,0,2013-1
4170,Transferred,8182,95,,0,0000-1
4171,Transferred,8182,31,,0,0000-1
4172,Transferred,8182,22,,0,0000-1
4173,Transferred,8182,23,,0,0000-1
4174,Transferred,8182,18,,10.5,2012-2
4175,Terminated,8205,74,,0,2007-1
4176,Terminated,8205,76,,3,2006-1
4177,Terminated,8205,43,,0,2006-1
4178,Terminated,8205,73,,10.5,2006-1
4179,Terminated,8205,66,,0,2007-1
4180,Terminated,8205,74,,0,2006-2
4181,Terminated,8205,69,,7.5,2006-2
4182,Terminated,8205,69,,0,2006-1
4183,Terminated,8205,62,,0,2007-1
4184,Terminated,8205,43,,0,2007-2
4185,Terminated,8205,74,,0,2007-2
4186,Terminated,8205,66,,0,2006-1
4187,Terminated,8205,78,,3,2006-1
4188,Terminated,8205,77,,0,2006-1
4189,Terminated,8205,45,,7.5,2006-2
4190,Terminated,8205,66,,0,2007-2
4191,Dropped,8221,180,,12,2008-1
4192,Dropped,8221,65,,3,2008-1
4193,Dropped,8221,46,,9,2009-2
4194,Dropped,8221,156,,9,2008-2
4195,Dropped,8221,105,,9,2008-2
4196,Dropped,8221,56,,10.5,2008-2
4197,Dropped,8221,78,,7.5,2009-2
4198,Dropped,8221,66,,10.5,2008-1
4199,Dropped,8221,65,,11.25,2009-2
4200,Dropped,8221,181,,7.5,2009-2
4201,Dropped,8221,43,,0,2008-1
4202,Dropped,8221,76,,3.75,2008-2
4203,Dropped,8221,182,,6,2009-2
4204,Terminated,8234,73,,0,2006-1
4205,Terminated,8234,152,,0,2006-1
4206,Terminated,8234,76,,0,2006-1
4207,Terminated,8234,43,,0,2006-1
4208,Terminated,8234,44,,0,2006-1
4209,Terminated,8234,77,,0,2006-1
4210,Terminated,8234,62,,0,2006-1
4211,Terminated,8241,66,,0,2006-1
4212,Terminated,8241,43,,0,2006-1
4213,Terminated,8241,76,,0,2006-1
4214,Terminated,8241,61,,0,2006-1
4215,Terminated,8241,73,,0,2006-1
4216,Terminated,8241,77,,0,2006-1
4217,Graduated,8247,76,,3,2006-1
4218,Graduated,8247,43,,10.5,2006-1
4219,Graduated,8247,48,,9,2007-1
4220,Graduated,8247,74,,6,2007-1
4221,Graduated,8247,45,,12,2007-2
4222,Graduated,8247,66,,6,2006-2
4223,Graduated,8247,62,,6,2006-2
4224,Graduated,8247,101,,7.5,2006-2
4225,Graduated,8247,64,,9,2006-2
4226,Graduated,8247,61,,10.5,2007-1
4227,Graduated,8247,102,,12,2007-2
4228,Graduated,8247,73,,9,2006-1
4229,Graduated,8247,77,,0,2006-1
4230,Graduated,8247,62,,0,2006-1
4231,Graduated,8247,77,,9,2007-1
4232,Graduated,8247,63,,11.25,2007-2
4233,Graduated,8247,72,,11.25,2007-2
4234,Graduated,8247,54,,9,2006-2
4235,Graduated,8247,78,,9,2007-1
4236,Graduated,8247,49,,9,2007-1
4237,Graduated,8247,46,,12,2007-2
4238,Graduated,8247,44,,6,2006-1
4239,Graduated,8247,75,,10.5,2006-2
4240,Graduated,8247,60,,6,2007-2
4241,Terminated,8271,62,,0,2006-1
4242,Terminated,8271,76,,0,2007-2
4243,Terminated,8271,54,,4.5,2007-2
4244,Terminated,8271,73,,10.5,2006-1
4245,Terminated,8271,62,,3,2006-2
4246,Terminated,8271,74,,7.5,2007-1
4247,Terminated,8271,62,,7.5,2007-2
4248,Terminated,8271,74,,0,2006-2
4249,Terminated,8271,64,,0,2007-2
4250,Terminated,8271,62,,4.5,2007-1
4251,Terminated,8271,66,,4.5,2006-1
4252,Terminated,8271,43,,7.5,2006-1
4253,Terminated,8271,66,,7.5,2006-2
4254,Terminated,8271,61,,7.5,2007-1
4255,Terminated,8271,46,,10.5,2007-2
4256,Dropped,8286,45,,6,2006-1
4257,Dropped,8286,75,,0,2006-1
4258,Dropped,8286,75,,6,2006-2
4259,Dropped,8286,66,,3,2006-1
4260,Dropped,8286,183,,4.5,2006-1
4261,Dropped,8286,66,,10.5,2006-2
4262,Dropped,8286,56,,7.5,2006-1
4263,Dropped,8286,104,,10.5,2006-2
4264,Terminated,8294,62,,0,2006-1
4265,Terminated,8294,66,,6,2006-1
4266,Terminated,8294,43,,0,2006-1
4267,Terminated,8294,76,,0,2006-1
4268,Terminated,8294,77,,0,2006-1
4269,Terminated,8294,73,,0,2006-1
4270,Terminated,8300,103,,0,0000-1
4271,Terminated,8300,95,,0,0000-1
4272,Terminated,8300,18,,0,0000-1
4273,Terminated,8300,34,,0,0000-1
4274,Terminated,8300,1,,0,0000-1
4275,Terminated,8300,3,,0,0000-1
4276,Terminated,8300,21,,0,0000-1
4277,Graduated,8307,64,,11.25,2006-2
4278,Graduated,8307,109,,11.25,2007-1
4279,Graduated,8307,78,,11.25,2006-1
4280,Graduated,8307,141,,11.25,2006-1
4281,Graduated,8307,66,,12,2006-2
4282,Graduated,8307,60,,11.25,2006-2
4283,Graduated,8307,102,,12,2007-2
4284,Graduated,8307,45,,11.25,2006-1
4285,Graduated,8307,174,,10.5,2006-1
4286,Graduated,8307,48,,11.25,2007-1
4287,Graduated,8307,173,,9,2007-1
4288,Graduated,8307,63,,12,2007-2
4289,Graduated,8307,61,,12,2006-1
4290,Graduated,8307,54,,12,2006-2
4291,Graduated,8307,49,,10.5,2007-1
4292,Graduated,8307,43,,11.25,2006-1
4293,Graduated,8307,46,,12,2006-2
4294,Graduated,8307,72,,11.25,2007-2
4295,Graduated,8307,55,,11.25,2007-2
4296,Terminated,8326,77,,0,2006-2
4297,Terminated,8326,66,,7.5,2006-1
4298,Terminated,8326,73,,10.5,2006-1
4299,Terminated,8326,74,,0,2006-2
4300,Terminated,8326,69,,6,2006-1
4301,Terminated,8326,54,,0,2006-2
4302,Terminated,8326,61,,0,2006-2
4303,Terminated,8326,76,,3.5,2006-1
4304,Terminated,8326,43,,0,2006-1
4305,Terminated,8326,77,,0,2006-1
4306,Terminated,8326,75,,9,2006-1
4307,Terminated,8326,101,,0,2006-2
4308,Terminated,8326,62,,0,2006-2
4309,Graduated,8339,69,,11.25,2006-1
4310,Graduated,8339,49,,4.5,2007-1
4311,Graduated,8339,102,,7.5,2007-2
4312,Graduated,8339,60,,7.5,2007-2
4313,Graduated,8339,102,,0,2008-2
4314,Graduated,8339,44,,9,2006-1
4315,Graduated,8339,73,,10.5,2006-1
